date,transaction_reference,age,account,old_balance,new_balance,amount,type,message
2033-04-30,1000000527,58,ra,117833.23,118052.27,219.04,inflow,ra-Allocation for ra at age 58-219.04
2033-05-31,1000000529,58,oa,9924.16,10143.2,219.04,inflow,oa-Allocation for oa at age 58-219.04
2033-05-31,1000000530,58,ma,209927.43,212227.35,2299.92,inflow,ma-Allocation for ma at age 58-2299.92
2033-05-31,1000000531,58,ra,118052.27,118271.31,219.04,inflow,ra-Allocation for ra at age 58-219.04
2033-06-30,1000000533,58,oa,10143.2,10362.24,219.04,inflow,oa-Allocation for oa at age 58-219.04
2033-06-30,1000000534,58,ma,212227.35,214527.27,2299.92,inflow,ma-Allocation for ma at age 58-2299.92
2033-06-30,1000000535,58,ra,118271.31,118490.35,219.04,inflow,ra-Allocation for ra at age 58-219.04
2033-07-31,1000000537,59,oa,10362.24,10581.28,219.04,inflow,oa-Allocation for oa at age 59-219.04
2033-07-31,1000000538,59,ma,214527.27,216827.19,2299.92,inflow,ma-Allocation for ma at age 59-2299.92
2033-07-31,1000000539,59,ra,118490.35,118709.39,219.04,inflow,ra-Allocation for ra at age 59-219.04
2033-08-31,1000000541,59,oa,10581.28,10800.32,219.04,inflow,oa-Allocation for oa at age 59-219.04
2033-08-31,1000000542,59,ma,216827.19,219127.11,2299.92,inflow,ma-Allocation for ma at age 59-2299.92
2033-08-31,1000000543,59,ra,118709.39,118928.43,219.04,inflow,ra-Allocation for ra at age 59-219.04
2033-09-30,1000000545,59,oa,10800.32,11019.36,219.04,inflow,oa-Allocation for oa at age 59-219.04
2033-09-30,1000000546,59,ma,219127.11,221427.03,2299.92,inflow,ma-Allocation for ma at age 59-2299.92
2033-09-30,1000000547,59,ra,118928.43,119147.47,219.04,inflow,ra-Allocation for ra at age 59-219.04
2033-10-31,1000000549,59,oa,11019.36,11238.4,219.04,inflow,oa-Allocation for oa at age 59-219.04
2033-10-31,1000000550,59,ma,221427.03,223726.95,2299.92,inflow,ma-Allocation for ma at age 59-2299.92
2033-10-31,1000000551,59,ra,119147.47,119366.51,219.04,inflow,ra-Allocation for ra at age 59-219.04
2033-11-30,1000000553,59,oa,11238.4,11457.44,219.04,inflow,oa-Allocation for oa at age 59-219.04
2033-11-30,1000000554,59,ma,223726.95,226026.87,2299.92,inflow,ma-Allocation for ma at age 59-2299.92
2033-11-30,1000000555,59,ra,119366.51,119585.55,219.04,inflow,ra-Allocation for ra at age 59-219.04
2033-12-31,1000000557,59,oa,11457.44,11676.48,219.04,inflow,oa-Allocation for oa at age 59-219.04
2033-12-31,1000000558,59,ma,226026.87,228326.79,2299.92,inflow,ma-Allocation for ma at age 59-2299.92
2033-12-31,1000000559,59,ra,119585.55,119804.59,219.04,inflow,ra-Allocation for ra at age 59-219.04
2033-12-31,1000000560,59,oa,11676.48,11715.4,38.92,inflow,oa-Interest for ra at age 59-38.92
2033-12-31,1000000561,59,ma,228326.79,229087.88,761.09,inflow,ma-Interest for ra at age 59-761.09
2033-12-31,1000000562,59,ra,119804.59,120203.94,399.35,inflow,ra-Interest for ra at age 59-399.35
2033-12-31,1000000563,59,ra,120203.94,120253.94,50.0,inflow,ra-Extra Interest for ra at age 59-50.00
2034-01-31,1000000565,59,oa,11715.4,11934.44,219.04,inflow,oa-Allocation for oa at age 59-219.04
2034-01-31,1000000566,59,ma,229087.88,231387.8,2299.92,inflow,ma-Allocation for ma at age 59-2299.92
2034-01-31,1000000567,59,ra,120253.94,120472.98,219.04,inflow,ra-Allocation for ra at age 59-219.04
2034-02-28,1000000569,59,oa,11934.44,12153.48,219.04,inflow,oa-Allocation for oa at age 59-219.04
2034-02-28,1000000570,59,ma,231387.8,233687.72,2299.92,inflow,ma-Allocation for ma at age 59-2299.92
2034-02-28,1000000571,59,ra,120472.98,120692.02,219.04,inflow,ra-Allocation for ra at age 59-219.04
2034-03-31,1000000573,59,oa,12153.48,12372.52,219.04,inflow,oa-Allocation for oa at age 59-219.04
2034-03-31,1000000574,59,ma,233687.72,235987.64,2299.92,inflow,ma-Allocation for ma at age 59-2299.92
2034-03-31,1000000575,59,ra,120692.02,120911.06,219.04,inflow,ra-Allocation for ra at age 59-219.04
2034-04-30,1000000577,59,oa,12372.52,12591.56,219.04,inflow,oa-Allocation for oa at age 59-219.04
2034-04-30,1000000578,59,ma,235987.64,238287.56,2299.92,inflow,ma-Allocation for ma at age 59-2299.92
2034-04-30,1000000579,59,ra,120911.06,121130.1,219.04,inflow,ra-Allocation for ra at age 59-219.04
2034-05-31,1000000581,59,oa,12591.56,12810.6,219.04,inflow,oa-Allocation for oa at age 59-219.04
2034-05-31,1000000582,59,ma,238287.56,240587.48,2299.92,inflow,ma-Allocation for ma at age 59-2299.92
2034-05-31,1000000583,59,ra,121130.1,121349.14,219.04,inflow,ra-Allocation for ra at age 59-219.04
2034-06-30,1000000585,59,oa,12810.6,13029.64,219.04,inflow,oa-Allocation for oa at age 59-219.04
2034-06-30,1000000586,59,ma,240587.48,242887.4,2299.92,inflow,ma-Allocation for ma at age 59-2299.92
2034-06-30,1000000587,59,ra,121349.14,121568.18,219.04,inflow,ra-Allocation for ra at age 59-219.04
2034-07-31,1000000589,60,oa,13029.64,13248.68,219.04,inflow,oa-Allocation for oa at age 60-219.04
2034-07-31,1000000590,60,ma,242887.4,245187.32,2299.92,inflow,ma-Allocation for ma at age 60-2299.92
2034-07-31,1000000591,60,ra,121568.18,121787.22,219.04,inflow,ra-Allocation for ra at age 60-219.04
2034-08-31,1000000593,60,oa,13248.68,13467.72,219.04,inflow,oa-Allocation for oa at age 60-219.04
2034-08-31,1000000594,60,ma,245187.32,247487.24,2299.92,inflow,ma-Allocation for ma at age 60-2299.92
2034-08-31,1000000595,60,ra,121787.22,122006.26,219.04,inflow,ra-Allocation for ra at age 60-219.04
2034-09-30,1000000597,60,oa,13467.72,13686.76,219.04,inflow,oa-Allocation for oa at age 60-219.04
2034-09-30,1000000598,60,ma,247487.24,249787.16,2299.92,inflow,ma-Allocation for ma at age 60-2299.92
2034-09-30,1000000599,60,ra,122006.26,122225.3,219.04,inflow,ra-Allocation for ra at age 60-219.04
2034-10-31,1000000601,60,oa,13686.76,13905.8,219.04,inflow,oa-Allocation for oa at age 60-219.04
2034-10-31,1000000602,60,ma,249787.16,252087.08,2299.92,inflow,ma-Allocation for ma at age 60-2299.92
2034-10-31,1000000603,60,ra,122225.3,122444.34,219.04,inflow,ra-Allocation for ra at age 60-219.04
2034-11-30,1000000605,60,oa,13905.8,14124.84,219.04,inflow,oa-Allocation for oa at age 60-219.04
2034-11-30,1000000606,60,ma,252087.08,254387.0,2299.92,inflow,ma-Allocation for ma at age 60-2299.92
2034-11-30,1000000607,60,ra,122444.34,122663.38,219.04,inflow,ra-Allocation for ra at age 60-219.04
2034-12-31,1000000609,60,oa,14124.84,14343.88,219.04,inflow,oa-Allocation for oa at age 60-219.04
2034-12-31,1000000610,60,ma,254387.0,256686.92,2299.92,inflow,ma-Allocation for ma at age 60-2299.92
2034-12-31,1000000611,60,ra,122663.38,122882.42,219.04,inflow,ra-Allocation for ra at age 60-219.04
2034-12-31,1000000612,60,oa,14343.88,14391.69,47.81,inflow,oa-Interest for ra at age 60-47.81
2034-12-31,1000000613,60,ma,256686.92,257542.54,855.62,inflow,ma-Interest for ra at age 60-855.62
2034-12-31,1000000614,60,ra,122882.42,123292.03,409.61,inflow,ra-Interest for ra at age 60-409.61
2034-12-31,1000000615,60,ra,123292.03,123342.03,50.0,inflow,ra-Extra Interest for ra at age 60-50.00
2035-01-31,1000000617,60,oa,14391.69,14610.73,219.04,inflow,oa-Allocation for oa at age 60-219.04
2035-01-31,1000000618,60,ma,257542.54,259842.46,2299.92,inflow,ma-Allocation for ma at age 60-2299.92
2035-01-31,1000000619,60,ra,123342.03,123561.07,219.04,inflow,ra-Allocation for ra at age 60-219.04
2035-02-28,1000000621,60,oa,14610.73,14829.77,219.04,inflow,oa-Allocation for oa at age 60-219.04
2035-02-28,1000000622,60,ma,259842.46,262142.38,2299.92,inflow,ma-Allocation for ma at age 60-2299.92
2035-02-28,1000000623,60,ra,123561.07,123780.11,219.04,inflow,ra-Allocation for ra at age 60-219.04
2035-03-31,1000000625,60,oa,14829.77,15048.81,219.04,inflow,oa-Allocation for oa at age 60-219.04
2035-03-31,1000000626,60,ma,262142.38,264442.3,2299.92,inflow,ma-Allocation for ma at age 60-2299.92
2035-03-31,1000000627,60,ra,123780.11,123999.15,219.04,inflow,ra-Allocation for ra at age 60-219.04
2035-04-30,1000000629,60,oa,15048.81,15267.85,219.04,inflow,oa-Allocation for oa at age 60-219.04
2035-04-30,1000000630,60,ma,264442.3,266742.22,2299.92,inflow,ma-Allocation for ma at age 60-2299.92
2035-04-30,1000000631,60,ra,123999.15,124218.19,219.04,inflow,ra-Allocation for ra at age 60-219.04
2035-05-31,1000000633,60,oa,15267.85,15486.89,219.04,inflow,oa-Allocation for oa at age 60-219.04
2035-05-31,1000000634,60,ma,266742.22,269042.14,2299.92,inflow,ma-Allocation for ma at age 60-2299.92
2035-05-31,1000000635,60,ra,124218.19,124437.23,219.04,inflow,ra-Allocation for ra at age 60-219.04
2035-06-30,1000000637,60,oa,15486.89,15705.93,219.04,inflow,oa-Allocation for oa at age 60-219.04
2035-06-30,1000000638,60,ma,269042.14,271342.06,2299.92,inflow,ma-Allocation for ma at age 60-2299.92
2035-06-30,1000000639,60,ra,124437.23,124656.27,219.04,inflow,ra-Allocation for ra at age 60-219.04
2035-07-31,1000000641,61,oa,15705.93,15924.97,219.04,inflow,oa-Allocation for oa at age 61-219.04
2035-07-31,1000000642,61,ma,271342.06,273641.98,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2035-07-31,1000000643,61,ra,124656.27,124875.31,219.04,inflow,ra-Allocation for ra at age 61-219.04
2035-08-31,1000000645,61,oa,15924.97,16144.01,219.04,inflow,oa-Allocation for oa at age 61-219.04
2035-08-31,1000000646,61,ma,273641.98,275941.9,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2035-08-31,1000000647,61,ra,124875.31,125094.35,219.04,inflow,ra-Allocation for ra at age 61-219.04
2035-09-30,1000000649,61,oa,16144.01,16363.05,219.04,inflow,oa-Allocation for oa at age 61-219.04
2035-09-30,1000000650,61,ma,275941.9,278241.82,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2035-09-30,1000000651,61,ra,125094.35,125313.39,219.04,inflow,ra-Allocation for ra at age 61-219.04
2035-10-31,1000000653,61,oa,16363.05,16582.09,219.04,inflow,oa-Allocation for oa at age 61-219.04
2035-10-31,1000000654,61,ma,278241.82,280541.74,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2035-10-31,1000000655,61,ra,125313.39,125532.43,219.04,inflow,ra-Allocation for ra at age 61-219.04
2035-11-30,1000000657,61,oa,16582.09,16801.13,219.04,inflow,oa-Allocation for oa at age 61-219.04
2035-11-30,1000000658,61,ma,280541.74,282841.66,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2035-11-30,1000000659,61,ra,125532.43,125751.47,219.04,inflow,ra-Allocation for ra at age 61-219.04
2035-12-31,1000000661,61,oa,16801.13,17020.17,219.04,inflow,oa-Allocation for oa at age 61-219.04
2035-12-31,1000000662,61,ma,282841.66,285141.58,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2035-12-31,1000000663,61,ra,125751.47,125970.51,219.04,inflow,ra-Allocation for ra at age 61-219.04
2035-12-31,1000000664,61,oa,17020.17,17076.9,56.73,inflow,oa-Interest for ra at age 61-56.73
2035-12-31,1000000665,61,ma,285141.58,286092.05,950.47,inflow,ma-Interest for ra at age 61-950.47
2035-12-31,1000000666,61,ra,125970.51,126390.41,419.9,inflow,ra-Interest for ra at age 61-419.90
2035-12-31,1000000667,61,ra,126390.41,126440.41,50.0,inflow,ra-Extra Interest for ra at age 61-50.00
2036-01-31,1000000669,61,oa,17076.9,17295.94,219.04,inflow,oa-Allocation for oa at age 61-219.04
2036-01-31,1000000670,61,ma,286092.05,288391.97,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2036-01-31,1000000671,61,ra,126440.41,126659.45,219.04,inflow,ra-Allocation for ra at age 61-219.04
2036-02-29,1000000673,61,oa,17295.94,17514.98,219.04,inflow,oa-Allocation for oa at age 61-219.04
2036-02-29,1000000674,61,ma,288391.97,290691.89,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2036-02-29,1000000675,61,ra,126659.45,126878.49,219.04,inflow,ra-Allocation for ra at age 61-219.04
2036-03-31,1000000677,61,oa,17514.98,17734.02,219.04,inflow,oa-Allocation for oa at age 61-219.04
2036-03-31,1000000678,61,ma,290691.89,292991.81,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2036-03-31,1000000679,61,ra,126878.49,127097.53,219.04,inflow,ra-Allocation for ra at age 61-219.04
2036-04-30,1000000681,61,oa,17734.02,17953.06,219.04,inflow,oa-Allocation for oa at age 61-219.04
2036-04-30,1000000682,61,ma,292991.81,295291.73,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2036-04-30,1000000683,61,ra,127097.53,127316.57,219.04,inflow,ra-Allocation for ra at age 61-219.04
2036-05-31,1000000685,61,oa,17953.06,18172.1,219.04,inflow,oa-Allocation for oa at age 61-219.04
2036-05-31,1000000686,61,ma,295291.73,297591.65,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2036-05-31,1000000687,61,ra,127316.57,127535.61,219.04,inflow,ra-Allocation for ra at age 61-219.04
2036-06-30,1000000689,61,oa,18172.1,18391.14,219.04,inflow,oa-Allocation for oa at age 61-219.04
2036-06-30,1000000690,61,ma,297591.65,299891.57,2299.92,inflow,ma-Allocation for ma at age 61-2299.92
2036-06-30,1000000691,61,ra,127535.61,127754.65,219.04,inflow,ra-Allocation for ra at age 61-219.04
2036-07-31,1000000693,62,oa,18391.14,18610.18,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-07-31,1000000694,62,ma,299891.57,302191.49,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-07-31,1000000695,62,ra,127754.65,127973.69,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-08-31,1000000697,62,oa,18610.18,18829.22,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-08-31,1000000698,62,ma,302191.49,304491.41,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-08-31,1000000699,62,ra,127973.69,128192.73,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-09-30,1000000701,62,oa,18829.22,19048.26,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-09-30,1000000702,62,ma,304491.41,306791.33,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-09-30,1000000703,62,ra,128192.73,128411.77,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-10-31,1000000705,62,oa,19048.26,19267.3,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-10-31,1000000706,62,ma,306791.33,309091.25,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-10-31,1000000707,62,ra,128411.77,128630.81,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-11-30,1000000709,62,oa,19267.3,19486.34,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-11-30,1000000710,62,ma,309091.25,311391.17,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-11-30,1000000711,62,ra,128630.81,128849.85,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-12-31,1000000713,62,oa,19486.34,19705.38,219.04,inflow,oa-Allocation for oa at age 62-219.04
2036-12-31,1000000714,62,ma,311391.17,313691.09,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2036-12-31,1000000715,62,ra,128849.85,129068.89,219.04,inflow,ra-Allocation for ra at age 62-219.04
2036-12-31,1000000716,62,oa,19705.38,19771.06,65.68,inflow,oa-Interest for ra at age 62-65.68
2036-12-31,1000000717,62,ma,313691.09,314736.73,1045.64,inflow,ma-Interest for ra at age 62-1045.64
2036-12-31,1000000718,62,ra,129068.89,129499.12,430.23,inflow,ra-Interest for ra at age 62-430.23
2036-12-31,1000000719,62,ra,129499.12,129549.12,50.0,inflow,ra-Extra Interest for ra at age 62-50.00
2037-01-31,1000000721,62,oa,19771.06,19990.1,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-01-31,1000000722,62,ma,314736.73,317036.65,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-01-31,1000000723,62,ra,129549.12,129768.16,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-02-28,1000000725,62,oa,19990.1,20209.14,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-02-28,1000000726,62,ma,317036.65,319336.57,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-02-28,1000000727,62,ra,129768.16,129987.2,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-03-31,1000000729,62,oa,20209.14,20428.18,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-03-31,1000000730,62,ma,319336.57,321636.49,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-03-31,1000000731,62,ra,129987.2,130206.24,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-04-30,1000000733,62,oa,20428.18,20647.22,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-04-30,1000000734,62,ma,321636.49,323936.41,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-04-30,1000000735,62,ra,130206.24,130425.28,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-05-31,1000000737,62,oa,20647.22,20866.26,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-05-31,1000000738,62,ma,323936.41,326236.33,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-05-31,1000000739,62,ra,130425.28,130644.32,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-06-30,1000000741,62,oa,20866.26,21085.3,219.04,inflow,oa-Allocation for oa at age 62-219.04
2037-06-30,1000000742,62,ma,326236.33,328536.25,2299.92,inflow,ma-Allocation for ma at age 62-2299.92
2037-06-30,1000000743,62,ra,130644.32,130863.36,219.04,inflow,ra-Allocation for ra at age 62-219.04
2037-07-31,1000000745,63,oa,21085.3,21304.34,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-07-31,1000000746,63,ma,328536.25,330836.17,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-07-31,1000000747,63,ra,130863.36,131082.4,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-08-31,1000000749,63,oa,21304.34,21523.38,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-08-31,1000000750,63,ma,330836.17,333136.09,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-08-31,1000000751,63,ra,131082.4,131301.44,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-09-30,1000000753,63,oa,21523.38,21742.42,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-09-30,1000000754,63,ma,333136.09,335436.01,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-09-30,1000000755,63,ra,131301.44,131520.48,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-10-31,1000000757,63,oa,21742.42,21961.46,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-10-31,1000000758,63,ma,335436.01,337735.93,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-10-31,1000000759,63,ra,131520.48,131739.52,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-11-30,1000000761,63,oa,21961.46,22180.5,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-11-30,1000000762,63,ma,337735.93,340035.85,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-11-30,1000000763,63,ra,131739.52,131958.56,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-12-31,1000000765,63,oa,22180.5,22399.54,219.04,inflow,oa-Allocation for oa at age 63-219.04
2037-12-31,1000000766,63,ma,340035.85,342335.77,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2037-12-31,1000000767,63,ra,131958.56,132177.6,219.04,inflow,ra-Allocation for ra at age 63-219.04
2037-12-31,1000000768,63,oa,22399.54,22474.21,74.67,inflow,oa-Interest for ra at age 63-74.67
2037-12-31,1000000769,63,ma,342335.77,343476.89,1141.12,inflow,ma-Interest for ra at age 63-1141.12
2037-12-31,1000000770,63,ra,132177.6,132618.19,440.59,inflow,ra-Interest for ra at age 63-440.59
2037-12-31,1000000771,63,ra,132618.19,132668.19,50.0,inflow,ra-Extra Interest for ra at age 63-50.00
2038-01-31,1000000773,63,oa,22474.21,22693.25,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-01-31,1000000774,63,ma,343476.89,345776.81,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-01-31,1000000775,63,ra,132668.19,132887.23,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-02-28,1000000777,63,oa,22693.25,22912.29,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-02-28,1000000778,63,ma,345776.81,348076.73,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-02-28,1000000779,63,ra,132887.23,133106.27,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-03-31,1000000781,63,oa,22912.29,23131.33,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-03-31,1000000782,63,ma,348076.73,350376.65,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-03-31,1000000783,63,ra,133106.27,133325.31,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-04-30,1000000785,63,oa,23131.33,23350.37,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-04-30,1000000786,63,ma,350376.65,352676.57,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-04-30,1000000787,63,ra,133325.31,133544.35,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-05-31,1000000789,63,oa,23350.37,23569.41,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-05-31,1000000790,63,ma,352676.57,354976.49,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-05-31,1000000791,63,ra,133544.35,133763.39,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-06-30,1000000793,63,oa,23569.41,23788.45,219.04,inflow,oa-Allocation for oa at age 63-219.04
2038-06-30,1000000794,63,ma,354976.49,357276.41,2299.92,inflow,ma-Allocation for ma at age 63-2299.92
2038-06-30,1000000795,63,ra,133763.39,133982.43,219.04,inflow,ra-Allocation for ra at age 63-219.04
2038-07-31,1000000797,64,oa,23788.45,24007.49,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-07-31,1000000798,64,ma,357276.41,359576.33,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-07-31,1000000799,64,ra,133982.43,134201.47,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-08-31,1000000801,64,oa,24007.49,24226.53,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-08-31,1000000802,64,ma,359576.33,361876.25,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-08-31,1000000803,64,ra,134201.47,134420.51,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-09-30,1000000805,64,oa,24226.53,24445.57,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-09-30,1000000806,64,ma,361876.25,364176.17,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-09-30,1000000807,64,ra,134420.51,134639.55,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-10-31,1000000809,64,oa,24445.57,24664.61,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-10-31,1000000810,64,ma,364176.17,366476.09,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-10-31,1000000811,64,ra,134639.55,134858.59,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-11-30,1000000813,64,oa,24664.61,24883.65,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-11-30,1000000814,64,ma,366476.09,368776.01,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-11-30,1000000815,64,ra,134858.59,135077.63,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-12-31,1000000817,64,oa,24883.65,25102.69,219.04,inflow,oa-Allocation for oa at age 64-219.04
2038-12-31,1000000818,64,ma,368776.01,371075.93,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2038-12-31,1000000819,64,ra,135077.63,135296.67,219.04,inflow,ra-Allocation for ra at age 64-219.04
2038-12-31,1000000820,64,oa,25102.69,25186.37,83.68,inflow,oa-Interest for ra at age 64-83.68
2038-12-31,1000000821,64,ma,371075.93,372312.85,1236.92,inflow,ma-Interest for ra at age 64-1236.92
2038-12-31,1000000822,64,ra,135296.67,135747.66,450.99,inflow,ra-Interest for ra at age 64-450.99
2038-12-31,1000000823,64,ra,135747.66,135797.66,50.0,inflow,ra-Extra Interest for ra at age 64-50.00
2039-01-31,1000000825,64,oa,25186.37,25405.41,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-01-31,1000000826,64,ma,372312.85,374612.77,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-01-31,1000000827,64,ra,135797.66,136016.7,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-02-28,1000000829,64,oa,25405.41,25624.45,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-02-28,1000000830,64,ma,374612.77,376912.69,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-02-28,1000000831,64,ra,136016.7,136235.74,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-03-31,1000000833,64,oa,25624.45,25843.49,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-03-31,1000000834,64,ma,376912.69,379212.61,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-03-31,1000000835,64,ra,136235.74,136454.78,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-04-30,1000000837,64,oa,25843.49,26062.53,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-04-30,1000000838,64,ma,379212.61,381512.53,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-04-30,1000000839,64,ra,136454.78,136673.82,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-05-31,1000000841,64,oa,26062.53,26281.57,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-05-31,1000000842,64,ma,381512.53,383812.45,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-05-31,1000000843,64,ra,136673.82,136892.86,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-06-30,1000000845,64,oa,26281.57,26500.61,219.04,inflow,oa-Allocation for oa at age 64-219.04
2039-06-30,1000000846,64,ma,383812.45,386112.37,2299.92,inflow,ma-Allocation for ma at age 64-2299.92
2039-06-30,1000000847,64,ra,136892.86,137111.9,219.04,inflow,ra-Allocation for ra at age 64-219.04
2039-07-31,1000000849,65,oa,26500.61,26666.81,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-07-31,1000000850,65,ma,386112.37,387854.56,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-07-31,1000000851,65,ra,137111.9,137941.51,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-08-31,1000000853,65,oa,26666.81,26833.01,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-08-31,1000000854,65,ma,387854.56,389596.75,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
2039-08-31,1000000855,65,ra,137941.51,138771.12,829.61,inflow,ra-Allocation for ra at age 65-829.61
2039-09-30,1000000857,65,oa,26833.01,26999.21,166.2,inflow,oa-Allocation for oa at age 65-166.20
2039-09-30,1000000858,65,ma,389596.75,391338.94,1742.19,inflow,ma-Allocation for ma at age 65-1742.19
